"Dam Name","Other Names","Former Names","NID ID","Other Structure ID","Federal ID","Owner Names","Owner Types","Primary Owner Type","Number of Associated Structures","Is Associated Structure?","Designer Names","Non-Federal Dam on Federal Property","Primary Purpose","Purposes","Source Agency","State or Federal Agency ID","Latitude","Longitude","State","County","City","Distance to Nearest City (Miles)","River or Stream Name","Congressional District","State Regulated Dam","State Jurisdictional Dam","State Regulatory Agency","State Permitting Authority","State Inspection Authority","State Enforcement Authority","Federally Regulated Dam","Federal Agency Owners","Federal Agency Involvement Funding","Federal Agency Involvement Design","Federal Agency Involvement Construction","Federal Agency Involvement Regulatory","Federal Agency Involvement Inspection","Federal Agency Involvement Operation","Federal Agency Involvement Other","Built Under the Authority of the Secretary of Agriculture","NRCS Watershed Dam Authorization","Primary Dam Type","Dam Types","Core Types","Foundation","Dam Height (Ft)","Hydraulic Height (Ft)","Structural Height (Ft)","NID Height (Ft)","NID Height Category","Dam Length (Ft)","Volume (Cubic Yards)","Year Completed","Year Completed Category","Years Modified","NID Storage (Acre-Ft)","Max Storage (Acre-Ft)","Normal Storage (Acre-Ft)","Surface Area (Acres)","Drainage Area (Sq Miles)","Max Discharge (Cubic Ft/Second)","Spillway Type","Spillway Width (Ft)","Number of Locks","Length of Locks (ft)","Lock Width (Ft)","Length of Secondary Lock (Ft)","Secondary Lock Width (Ft)","Outlet Gate Type","Data Last Updated","Last Inspection Date","Inspection Frequency","Hazard Potential Classification","Condition Assessment","Condition Assessment Date","EAP Prepared","EAP Last Revision Date","Website URL","Operational Status","Operational Status Date","Inundation Maps Added to NID?","American Indian/Alaska Native/Native Hawaiian"
"Alta Loma Basin #2","","","CA00320","","CA00320","County of San Bernardino Department of Public Works","Local Government","Local Government","0","No","","No","Flood Risk Reduction","Flood Risk Reduction","California","87.007","34.1435","-117.58420000000001","California","San Bernardino","Rancho Cucamunga","0.1","Alta Loma Channel","California, Congressional District 28","Yes","Yes","DWR, Division of Safety of Dams","Yes","Yes","Yes","No","","","","","","","","","No","N/A","Earth","Earth","","","22","","14","22","Less than 25 feet","3000","90000","1971","1970-1979","","85","85","","26","0.54","","","","","","","","","","2024-02-22","2022-02-17","1","High","Satisfactory","2017-09-01","Yes","2020-11-25","https://damsafety.org/california","Normal Operations","2023-02-22","Yes",""
"Ralston Afterbay","","","CA00859","","CA00859","Placer County Water Agency","Local Government","Local Government","1","No","McCreary-Koretsky","No","Irrigation","Irrigation;Recreation;Hydroelectric;Water Supply","Federal Energy Regulatory Commission","02079-07-01","39.0043","-120.74640000000001","California","Placer","Auburn","28","Rubicon River                 ","California, Congressional District 03","Yes","Yes","DWR, Safety of Dams","Yes","Yes","Yes","Yes","","","","","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","","","No","N/A","Concrete","Concrete;Gravity","","","89","79","89","89","51-100 feet","560","76300","1966","1960-1969","","2780","2780","2700","83","214","159000","Controlled","200","","","","","","Tainter (radial)5","2024-01-19","2023-08-23","1","High","Fair","2023-09-29","Yes","2022-12-20","https://www.ferc.gov/dam-safety-and-inspections","Under Remediation","2023-09-29","No",""
"Harbor View","","","CA00830","","CA00830","County of Orange","Local Government","Local Government","0","No","","No","Flood Risk Reduction","Flood Risk Reduction","California","1012.002","33.6034","-117.86680000000001","California","Orange","Corona Del Mar","0.25","Jasmine Gulch","California, Congressional District 47","Yes","Yes","DWR, Division of Safety of Dams","Yes","Yes","Yes","No","","","","","","","","","No","N/A","Earth","Earth","","","65","","45","65","51-100 feet","330","63000","1964","1960-1969","","28","28","","3","0.39","","","","","","","","","","2024-02-22","2022-02-24","1","High","Satisfactory","2017-09-01","Yes","2021-11-04","https://damsafety.org/california","Normal Operations","2023-02-22","Yes",""
"Scotts Flat","","","CA00253","","CA00253","Nevada Irrigation District","Public Utility","Public Utility","1","No","Ebasco Services, Inc.","No","Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond;Irrigation;Hydroelectric","Federal Energy Regulatory Commission","05930-01-01","39.272601","-120.930916","California","Nevada","Nevada City","5","Deer Creek                    ","California, Congressional District 03","Yes","Yes","DWR, Safety of Dams","Yes","Yes","Yes","Yes","","","","","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","","","No","N/A","Earth","Earth","Earth","Rock","175","165","175","175","Greater than 100 feet","960","66300000","1948","1940-1949","","49000","","49000","725","20","","","","","","","","","","2024-01-19","2023-08-24","1","High","Fair","2023-09-29","Yes","2022-12-08","https://www.ferc.gov/dam-safety-and-inspections","Under Remediation","2023-09-29","No",""
"Lake Wohlford","","","CA00772","","CA00772","City of Escondido","Local Government","Local Government","0","No","","No","Water Supply","Water Supply;Irrigation;Hydroelectric","California","834","33.1676","-117.0048","California","San Diego","Escondido","2.5","Escondido Creek","California, Congressional District 48","Yes","Yes","DWR, Division of Safety of Dams","Yes","Yes","Yes","No","","","","","","","","","No","N/A","Earth","Earth","","","100","","95","100","51-100 feet","422","156300","1924","1920-1929","","6950","6950","","225","8","","","","","","","","","","2024-02-22","2022-10-03","1","High","Fair","2017-09-01","Yes","2018-03-14","https://damsafety.org/california","Under Investigation, Planning, Permitting, or Design for Remediation","2023-02-22","Yes",""
"Demens Creek Debris Basin","","","CA01278","","CA01278","County of San Bernardino Department of Public Works","Local Government","Local Government","0","No","","No","Debris Control","Debris Control;Flood Risk Reduction","California","87.01","34.157900000000005","-117.604","California","San Bernardino","Rancho Cucamunga","0.1","Demens Creek","California, Congressional District 28","Yes","Yes","DWR, Division of Safety of Dams","Yes","Yes","Yes","No","","","","","","","","","No","N/A","Earth","Earth","","","35","","18","35","25-50 feet","4237","277000","1980","1980-1989","","35","35","","4","2.35","","","","","","","","","","2024-02-22","2022-01-27","1","High","Satisfactory","2017-09-01","Yes","2021-04-22","https://damsafety.org/california","Normal Operations","2023-02-22","Yes",""
"Hestan Vineyards Dam","","","CA01544","","CA01544","Private Entity","Private","Private","0","No","","No","Water Supply","Water Supply;Irrigation","California","5414","38.321000000000005","-122.10860000000001","California","Napa","Fairfield","2.3000000000000003","","California, Congressional District 04","Yes","Yes","DWR, Division of Safety of Dams","Yes","Yes","Yes","No","","","","","","","","","No","N/A","Earth","Earth","","","21","","19","21","Less than 25 feet","700","0","","Undetermined","","146","146","","11","","","","","","","","","","","2024-02-22","2023-04-18","1","High","Fair","2017-09-01","Yes","2022-12-08","https://damsafety.org/california","Under Investigation, Planning, Permitting, or Design for Remediation","2023-02-22","Yes",""
"Lower Blue Lake","","","CA00380","","CA00380","Pacific Gas and Electric Company","Private","Private","1","No","","No","Hydroelectric","Hydroelectric","Federal Energy Regulatory Commission","00137-02-01","38.6088","-119.92710000000001","California","Alpine","Kirkwood                                          ","11","Blue Creek                    ","California, Congressional District 03","Yes","Yes","DWR, Safety of Dams","Yes","Yes","Yes","Yes","","","","","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","","","No","N/A","Earth","Earth","","","40","","","40","25-50 feet","1063","","1885","Before 1900","","5091","5091","5090","198","4.6000000000000005","1150","Uncontrolled","60","","","","","","","2024-01-19","2022-09-07","3","Low","Poor","2023-09-29","Not Required","2023-01-03","https://www.ferc.gov/dam-safety-and-inspections","Under Remediation","2023-09-29","No",""
"Cape Horn","Van Arsdale","","CA00399","","CA00399","Pacific Gas and Electric Company","Private","Private","1","No","","No","Hydroelectric","Hydroelectric","Federal Energy Regulatory Commission","00077-01-01","39.386054","-123.116259","California","Mendocino","None                                              ","","Eel River                     ","California, Congressional District 02","Yes","Yes","DWR, Safety of Dams","Yes","Yes","Yes","Yes","","","","","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","","","No","N/A","Earth","Earth;Concrete","Concrete","Unlisted/Unknown","60","53","63","63","51-100 feet","520","","1907","1900-1909","","390","390","102","65","349","115000","Uncontrolled","283","","","","","","","2024-01-19","2023-06-28","1","High","Fair","2023-09-29","Yes","2022-12-30","https://www.ferc.gov/dam-safety-and-inspections","Under Remediation","2023-09-29","No",""
"Lake Ralphine","","","CA00882","","CA00882","City of Santa Rosa","Local Government","Local Government","0","No","","No","Water Supply","Water Supply;Recreation","California","1050","38.4549","-122.67","California","Sonoma","Santa Rosa","0","Tr Santa Rosa Cr","California, Congressional District 04","Yes","Yes","DWR, Division of Safety of Dams","Yes","Yes","Yes","No","","","","","","","","","No","N/A","Earth","Earth","","","35","","31","35","25-50 feet","700","70000","1882","Before 1900","","387","387","","19","0.15","","","","","","","","","","2024-02-22","2021-12-01","1","High","Satisfactory","2017-09-01","Yes","2022-03-01","https://damsafety.org/california","Normal Operations","2023-02-22","Yes",""
"Lake Theodore","","","CA00360","","CA00360","Placer County Water Agency","Local Government","Local Government","0","No","","No","Other","Other;Irrigation;Water Supply","California","1030.009","38.973","-121.01360000000001","California","Placer","Clipper Gap","0","Sfk Dry Creek","California, Congressional District 03","Yes","Yes","DWR, Division of Safety of Dams","Yes","Yes","Yes","No","","","","","","","","","No","N/A","Earth","Earth","","","40","","34","40","25-50 feet","402","29718","1896","Before 1900","","207","207","","18","0.7000000000000001","","","","","","","","","","2024-02-22","2021-12-20","1","High","Satisfactory","2017-09-01","Yes","2022-05-19","https://damsafety.org/california","Normal Operations","2023-02-22","Yes",""
